ZIP,percentile,superzip,rank,city.x,state.x,adultpop,households,college,income.,area,avg,city.y,state.y,latitude,longitude,nbh
11366,86.63705,0,1967,Fresh Meadows,NY,9383,3510,41.40%,95.5097,"Briarwood, Fresh Meadows & Hillcrest",81.44185,Fresh Meadows,NY,40.726137,-73.79502,Fresh Meadows
11367,69.9868,0,4507,Flushing,NY,25388,10076,34.36%,67.374,"Briarwood, Fresh Meadows & Hillcrest",81.44185,Flushing,NY,40.728614,-73.82145,Flushing
11368,14.56694,0,18429,Corona,NY,58915,21446,11.50%,46.3975,Elmhurst & South Corona,49.0369,Corona,NY,40.747106,-73.85838,Corona
11369,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jackson Heights & North Corona,58.20215,East Elmhurst,NY,40.762854,-73.87051,East Elmhurst
11370,40.49926,0,10426,East Elmhurst,NY,29538,7285,15.03%,62.815,Jackson Heights & North Corona,58.20215,East Elmhurst,NY,40.763015,-73.89052,East Elmhurst
11371,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jackson Heights & North Corona,58.20215,Flushing,NY,40.772072,-73.87509,Flushing
11372,46.5347,0,9002,Jackson Heights,NY,48962,16290,23.67%,53.5893,Jackson Heights & North Corona,58.20215,Jackson Heights,NY,40.750146,-73.88433,Jackson Heights
11373,43.55163,0,9697,Elmhurst,NY,71522,24328,23.12%,51.6763,Elmhurst & South Corona,49.0369,Elmhurst,NY,40.736076,-73.87804,Elmhurst
11374,74.8264,0,3769,Rego Park,NY,32851,11181,40.75%,65.3839,Forest Hills & Rego Park,74.4135,Rego Park,NY,40.724945,-73.8609,Rego Park
11375,86.94963,0,1928,Forest Hills,NY,55212,18079,48.94%,83.4431,Forest Hills & Rego Park,74.4135,Forest Hills,NY,40.720535,-73.84582,Forest Hills
11377,44.9283,0,9379,Woodside,NY,61205,20632,22.97%,53.1408,Sunnyside & Woodside,54.7498,Woodside,NY,40.742869,-73.90377,Woodside
11378,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ridgewood, Glendale & Middle Village",79.927,Maspeth,NY,40.724096,-73.90271,Maspeth
11379,62.61557,0,5718,Middle Village,NY,21622,7798,20.14%,79.927,"Ridgewood, Glendale & Middle Village",79.927,Middle Village,NY,40.716028,-73.87925,Middle Village
11385,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ridgewood, Glendale & Middle Village",79.927,Ridgewood,NY,40.703069,-73.89285,Ridgewood
11411,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queens Village, Cambria Heights & Rosedale",76.189,Cambria Heights,NY,40.693538,-73.73574,Cambria Heights
11412,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica, Hollis & St. Albans",54.5556,Saint Albans,NY,40.697188,-73.75948,Saint Albans
11413,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queens Village, Cambria Heights & Rosedale",76.189,Springfield Gardens,NY,40.670138,-73.75141,Springfield Gardens
11422,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queens Village, Cambria Heights & Rosedale",76.189,Rosedale,NY,40.662538,-73.73514,Rosedale
11423,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica, Hollis & St. Albans",54.5556,Hollis,NY,40.714261,-73.76824,Hollis
11425,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bay Ridge & Dyker Heights,72.5868,Jamaica,NY,40.651378,-73.870779,Jamaica
11426,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queens Village, Cambria Heights & Rosedale",76.189,Bellerose,NY,40.732239,-73.72108,Bellerose
11427,69.19512,0,4630,Queens Village,NY,15756,6030,28.65%,75.9545,"Queens Village, Cambria Heights & Rosedale",76.189,Queens Village,NY,40.728235,-73.74782,Queens Village
11428,62.01378,0,5829,Queens Village,NY,13331,5034,20.70%,77.9486,"Queens Village, Cambria Heights & Rosedale",76.189,Queens Village,NY,40.719981,-73.74127,Queens Village
11429,56.2184,0,6919,Queens Village,NY,17352,6488,18.09%,74.6639,"Queens Village, Cambria Heights & Rosedale",76.189,Queens Village,NY,40.708833,-73.73903,Queens Village
11432,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Briarwood, Fresh Meadows & Hillcrest",81.44185,Jamaica,NY,40.714144,-73.79324,Jamaica
11433,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica, Hollis & St. Albans",54.5556,Jamaica,NY,40.696538,-73.78734,Jamaica
11434,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica, Hollis & St. Albans",54.5556,Jamaica,NY,40.674888,-73.7727,Jamaica
11435,43.3062,0,9747,Jamaica,NY,35290,12590,21.32%,54.5556,"Jamaica, Hollis & St. Albans",54.5556,Jamaica,NY,40.700068,-73.80986,Jamaica
11436,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica, Hollis & St. Albans",54.5556,Jamaica,NY,40.674146,-73.79687,Jamaica
11451,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica, Hollis & St. Albans",54.5556,Jamaica,NY,40.651378,-73.870779,Jamaica
11691,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Far Rockaway, Breezy Point & Broad Channel",84.99,Far Rockaway,NY,40.60002,-73.75962,Far Rockaway
11692,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Far Rockaway, Breezy Point & Broad Channel",84.99,Arverne,NY,40.592939,-73.79568,Arverne
11693,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Far Rockaway, Breezy Point & Broad Channel",84.99,Far Rockaway,NY,40.596959,-73.81978,Far Rockaway
11694,79.05356,0,3102,Rockaway Park,NY,14207,4648,34.85%,84.99,"Far Rockaway, Breezy Point & Broad Channel",84.99,Rockaway Park,NY,40.57649,-73.84721,Rockaway Park
11697,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Far Rockaway, Breezy Point & Broad Channel",84.99,Breezy Point,NY,40.560167,-73.90891,Breezy Point
